#nR_H,a_s,e_s,MA_s,tcol
0.250,0.03445273,0.25,155.89150,100000.00000
0.250,0.03445273,0.32,106.84664,34862.53067
0.250,0.03445273,0.50,118.58101,3.94418
0.250,0.03445273,0.38,133.91033,6438.90267
0.250,0.03445273,0.50,88.09649,8.40596
0.250,0.03445273,0.29,27.34248,100000.00000
0.250,0.03445273,0.46,76.53843,82.19103
0.250,0.03445273,0.16,171.87575,100000.00000
0.250,0.03445273,0.32,3.61282,100000.00000
0.250,0.03445273,0.27,111.65572,100000.00000
0.250,0.03445273,0.22,84.35892,100000.00000
0.250,0.03445273,0.30,49.83798,100000.00000
0.250,0.03445273,0.21,88.99565,100000.00000
0.250,0.03445273,0.03,13.41912,100000.00000
0.250,0.03445273,0.11,118.37032,100000.00000
0.250,0.03445273,0.24,50.57337,100000.00000
0.250,0.03445273,0.00,28.08336,100000.00000
0.250,0.03445273,0.06,58.17653,100000.00000
0.250,0.03445273,0.43,72.13735,330.58609
0.250,0.03445273,0.49,13.52480,1961.52852
0.250,0.03445273,0.08,2.98581,100000.00000
0.250,0.03445273,0.13,64.70841,100000.00000
0.250,0.03445273,0.15,58.13217,100000.00000
0.250,0.03445273,0.22,177.48019,100000.00000
0.250,0.03445273,0.11,143.06603,100000.00000
0.250,0.03445273,0.36,103.40516,2426.72901
0.250,0.03445273,0.43,155.12141,15957.40926
0.250,0.03445273,0.13,25.21512,100000.00000
0.250,0.03445273,0.32,58.94952,69841.64227
0.250,0.03445273,0.36,11.96933,41989.29340
0.250,0.03445273,0.23,173.38006,100000.00000
0.250,0.03445273,0.18,12.81396,100000.00000
0.250,0.03445273,0.27,139.01731,100000.00000
0.250,0.03445273,0.27,135.92471,100000.00000
0.250,0.03445273,0.47,162.00336,296.56369
0.250,0.03445273,0.15,4.56313,100000.00000
0.250,0.03445273,0.39,45.32383,8877.17952
0.250,0.03445273,0.03,20.85643,100000.00000
0.250,0.03445273,0.02,163.67767,100000.00000
0.250,0.03445273,0.43,73.57215,171.62339
0.250,0.03445273,0.41,62.45158,2495.78831
0.250,0.03445273,0.22,67.72673,100000.00000
0.250,0.03445273,0.41,75.40658,408.01512
0.250,0.03445273,0.15,114.73738,100000.00000
0.250,0.03445273,0.27,109.11143,100000.00000
0.250,0.03445273,0.17,105.43961,100000.00000
0.250,0.03445273,0.13,126.44714,100000.00000
0.250,0.03445273,0.38,157.81781,11323.25155
0.250,0.03445273,0.35,62.79629,52946.14554
0.250,0.03445273,0.36,133.40172,49249.52144
0.250,0.03445273,0.15,14.12215,100000.00000
0.250,0.03445273,0.24,175.39106,100000.00000
0.250,0.03445273,0.46,25.08409,2225.53982
0.250,0.03445273,0.25,146.48310,100000.00000
0.250,0.03445273,0.10,58.57195,100000.00000
0.250,0.03445273,0.04,131.32911,100000.00000
0.250,0.03445273,0.18,16.99973,100000.00000
0.250,0.03445273,0.20,161.19418,100000.00000
0.250,0.03445273,0.20,148.76234,100000.00000
0.250,0.03445273,0.30,14.71663,100000.00000
0.250,0.03445273,0.26,146.32218,100000.00000
0.250,0.03445273,0.00,67.41722,100000.00000
0.250,0.03445273,0.48,70.07321,37.95622
0.250,0.03445273,0.49,44.35237,684.91487
0.250,0.03445273,0.03,0.99398,100000.00000
0.250,0.03445273,0.41,0.83376,9206.75627
0.250,0.03445273,0.08,16.25216,100000.00000
0.250,0.03445273,0.11,160.56838,100000.00000
0.250,0.03445273,0.02,169.10981,100000.00000
0.250,0.03445273,0.28,126.73436,100000.00000
0.250,0.03445273,0.40,81.15109,417.08361
0.250,0.03445273,0.12,167.09734,100000.00000
0.250,0.03445273,0.11,47.73643,100000.00000
0.250,0.03445273,0.19,113.20971,100000.00000
0.250,0.03445273,0.41,81.39923,208.53404
0.250,0.03445273,0.05,33.58261,100000.00000
0.250,0.03445273,0.42,172.99266,2258.13362
0.250,0.03445273,0.17,154.16817,100000.00000
0.250,0.03445273,0.19,157.94496,100000.00000
0.250,0.03445273,0.28,170.91371,100000.00000
0.250,0.03445273,0.06,76.87940,100000.00000
0.250,0.03445273,0.00,174.58377,100000.00000
0.250,0.03445273,0.28,106.18518,100000.00000
0.250,0.03445273,0.16,64.07508,100000.00000
0.250,0.03445273,0.01,65.94513,100000.00000
0.250,0.03445273,0.49,24.62735,1847.58222
0.250,0.03445273,0.42,119.43673,439.74968
0.250,0.03445273,0.16,20.89307,100000.00000
0.250,0.03445273,0.49,171.04272,268.00206
0.250,0.03445273,0.40,127.30295,2173.01293
0.250,0.03445273,0.04,114.76035,100000.00000
0.250,0.03445273,0.00,108.20070,100000.00000
0.250,0.03445273,0.13,90.27293,100000.00000
0.250,0.03445273,0.35,22.37350,100000.00000
0.250,0.03445273,0.10,161.73975,100000.00000
0.250,0.03445273,0.43,67.19568,350.45189
0.250,0.03445273,0.48,89.34592,75.76751
0.250,0.03445273,0.36,143.14812,39999.72086
0.250,0.03445273,0.15,45.04372,100000.00000
0.250,0.03445273,0.47,8.45387,1881.29923
0.250,0.03445273,0.09,118.79713,100000.00000
0.250,0.03445273,0.10,1.65547,100000.00000
0.250,0.03445273,0.45,37.41953,2092.28674
0.250,0.03445273,0.36,168.90128,26786.40697
0.250,0.03445273,0.00,171.12858,100000.00000
0.250,0.03445273,0.27,93.65539,88919.61380
0.250,0.03445273,0.05,52.15526,100000.00000
0.250,0.03445273,0.33,71.61401,17692.94998
