#f_c,M_sat (M_p),final a_sat (R_H),final e_sat,final e_p, lifetime
0.247,0.03300,0.19165,0.00041,0.39178,1.00000e+10
0.250,0.03300,0.19180,0.00041,0.38439,1.00000e+10
0.253,0.03300,0.19195,0.00041,0.37700,1.00000e+10
0.256,0.03300,0.19209,0.00042,0.36961,1.00000e+10
0.259,0.03300,0.19222,0.00042,0.36223,1.00000e+10
0.262,0.03300,0.19234,0.00042,0.35484,1.00000e+10
0.265,0.03300,0.19245,0.00043,0.34745,1.00000e+10
0.268,0.03300,0.19256,0.00043,0.34006,1.00000e+10
0.277,0.03300,0.19286,0.00044,0.31790,1.00000e+10
0.271,0.03300,0.19267,0.00043,0.33268,1.00000e+10
0.274,0.03300,0.19276,0.00043,0.32529,1.00000e+10
0.280,0.03300,0.19294,0.00044,0.31051,1.00000e+10
0.283,0.03300,0.19303,0.00044,0.30313,1.00000e+10
0.289,0.03300,0.19318,0.00045,0.28835,1.00000e+10
0.292,0.03300,0.19325,0.00045,0.28097,1.00000e+10
0.295,0.03300,0.19331,0.00045,0.27358,1.00000e+10
0.286,0.03300,0.19310,0.00044,0.29574,1.00000e+10
0.301,0.03300,0.19343,0.00045,0.25880,1.00000e+10
0.298,0.03300,0.19337,0.00045,0.26619,1.00000e+10
0.304,0.03300,0.19349,0.00045,0.25142,1.00000e+10
0.307,0.03300,0.19354,0.00046,0.24403,1.00000e+10
0.310,0.03300,0.19359,0.00046,0.23664,1.00000e+10
0.313,0.03300,0.19364,0.00046,0.22925,1.00000e+10
0.160,0.03400,0.16001,0.00183,0.60601,2.90000e+07
0.316,0.03300,0.19368,0.00046,0.22187,1.00000e+10
0.163,0.03400,0.16323,0.00192,0.59862,3.60000e+07
0.319,0.03300,0.19373,0.00046,0.21448,1.00000e+10
0.166,0.03400,0.16615,0.00201,0.59123,4.40000e+07
0.322,0.03300,0.19377,0.00046,0.20709,1.00000e+10
0.325,0.03300,0.19380,0.00046,0.19970,1.00000e+10
0.169,0.03400,0.16906,0.00209,0.58385,5.40000e+07
0.328,0.03300,0.19384,0.00046,0.19232,1.00000e+10
0.172,0.03400,0.17201,0.00218,0.57646,6.70000e+07
0.175,0.03400,0.17508,0.00227,0.56907,8.50000e+07
0.178,0.03400,0.17804,0.00235,0.56168,1.09000e+08
0.181,0.03400,0.18105,0.00243,0.55430,1.45000e+08
0.184,0.03400,0.18403,0.00249,0.54691,2.05000e+08
0.331,0.03300,0.19387,0.00046,0.18493,1.00000e+10
0.187,0.03400,0.18701,0.00250,0.53952,3.53000e+08
0.334,0.03300,0.19391,0.00046,0.17754,1.00000e+10
0.337,0.03300,0.19394,0.00047,0.17016,1.00000e+10
0.340,0.03300,0.19396,0.00047,0.16277,1.00000e+10
0.343,0.03300,0.19399,0.00047,0.15538,1.00000e+10
0.346,0.03300,0.19402,0.00047,0.14799,1.00000e+10
0.349,0.03300,0.19404,0.00047,0.14061,1.00000e+10
0.352,0.03300,0.19406,0.00047,0.13322,1.00000e+10
0.355,0.03300,0.19408,0.00047,0.12583,1.00000e+10
0.358,0.03300,0.19410,0.00047,0.11844,1.00000e+10
0.361,0.03300,0.19412,0.00047,0.11106,1.00000e+10
0.364,0.03300,0.19413,0.00047,0.10367,1.00000e+10
0.367,0.03300,0.19415,0.00047,0.09628,1.00000e+10
0.373,0.03300,0.19418,0.00047,0.08151,1.00000e+10
0.370,0.03300,0.19416,0.00047,0.08889,1.00000e+10
0.376,0.03300,0.19419,0.00047,0.07412,1.00000e+10
0.382,0.03300,0.19421,0.00047,0.05934,1.00000e+10
0.379,0.03300,0.19420,0.00047,0.06673,1.00000e+10
0.190,0.03400,0.18003,0.00013,0.53214,1.00000e+10
0.193,0.03400,0.18059,0.00013,0.52475,1.00000e+10
0.196,0.03400,0.18110,0.00014,0.51736,1.00000e+10
0.199,0.03400,0.18158,0.00014,0.50997,1.00000e+10
0.202,0.03400,0.18203,0.00015,0.50259,1.00000e+10
0.205,0.03400,0.18244,0.00016,0.49520,1.00000e+10
0.208,0.03400,0.18282,0.00016,0.48781,1.00000e+10
0.211,0.03400,0.18318,0.00017,0.48042,1.00000e+10
0.214,0.03400,0.18351,0.00017,0.47304,1.00000e+10
0.217,0.03400,0.18383,0.00017,0.46565,1.00000e+10
0.220,0.03400,0.18412,0.00018,0.45826,1.00000e+10
0.226,0.03400,0.18464,0.00019,0.44349,1.00000e+10
0.223,0.03400,0.18439,0.00018,0.45087,1.00000e+10
0.229,0.03400,0.18488,0.00019,0.43610,1.00000e+10
0.232,0.03400,0.18510,0.00019,0.42871,1.00000e+10
0.235,0.03400,0.18531,0.00020,0.42132,1.00000e+10
0.238,0.03400,0.18550,0.00020,0.41394,1.00000e+10
0.241,0.03400,0.18569,0.00020,0.40655,1.00000e+10
0.247,0.03400,0.18602,0.00021,0.39178,1.00000e+10
0.244,0.03400,0.18586,0.00020,0.39916,1.00000e+10
0.250,0.03400,0.18617,0.00021,0.38439,1.00000e+10
0.253,0.03400,0.18631,0.00021,0.37700,1.00000e+10
0.259,0.03400,0.18658,0.00022,0.36223,1.00000e+10
0.268,0.03400,0.18692,0.00022,0.34006,1.00000e+10
0.265,0.03400,0.18681,0.00022,0.34745,1.00000e+10
0.256,0.03400,0.18645,0.00021,0.36961,1.00000e+10
0.262,0.03400,0.18670,0.00022,0.35484,1.00000e+10
0.271,0.03400,0.18702,0.00022,0.33268,1.00000e+10
0.274,0.03400,0.18711,0.00022,0.32529,1.00000e+10
0.277,0.03400,0.18720,0.00023,0.31790,1.00000e+10
0.286,0.03400,0.18744,0.00023,0.29574,1.00000e+10
0.283,0.03400,0.18737,0.00023,0.30313,1.00000e+10
0.280,0.03400,0.18729,0.00023,0.31051,1.00000e+10
0.289,0.03400,0.18752,0.00023,0.28835,1.00000e+10
0.295,0.03400,0.18765,0.00023,0.27358,1.00000e+10
0.292,0.03400,0.18758,0.00023,0.28097,1.00000e+10
0.298,0.03400,0.18771,0.00023,0.26619,1.00000e+10
0.301,0.03400,0.18777,0.00024,0.25880,1.00000e+10
0.304,0.03400,0.18782,0.00024,0.25142,1.00000e+10
0.160,0.03500,0.16030,0.00183,0.60601,3.20000e+07
0.163,0.03500,0.16306,0.00190,0.59862,3.90000e+07
0.166,0.03500,0.16613,0.00199,0.59123,4.90000e+07
0.169,0.03500,0.16915,0.00207,0.58385,6.20000e+07
0.172,0.03500,0.17204,0.00215,0.57646,7.90000e+07
0.175,0.03500,0.17501,0.00223,0.56907,1.04000e+08
0.178,0.03500,0.17804,0.00229,0.56168,1.45000e+08
0.181,0.03500,0.18102,0.00233,0.55430,2.29000e+08
0.307,0.03400,0.18787,0.00024,0.24403,1.00000e+10
0.310,0.03400,0.18792,0.00024,0.23664,1.00000e+10
0.313,0.03400,0.18797,0.00024,0.22925,1.00000e+10
0.316,0.03400,0.18801,0.00024,0.22187,1.00000e+10
0.319,0.03400,0.18805,0.00024,0.21448,1.00000e+10
0.322,0.03400,0.18809,0.00024,0.20709,1.00000e+10
0.325,0.03400,0.18813,0.00024,0.19970,1.00000e+10
0.331,0.03400,0.18820,0.00024,0.18493,1.00000e+10
0.334,0.03400,0.18823,0.00024,0.17754,1.00000e+10
0.328,0.03400,0.18816,0.00024,0.19232,1.00000e+10
0.337,0.03400,0.18826,0.00024,0.17016,1.00000e+10
0.340,0.03400,0.18829,0.00024,0.16277,1.00000e+10
0.343,0.03400,0.18831,0.00024,0.15538,1.00000e+10
0.346,0.03400,0.18834,0.00025,0.14799,1.00000e+10
0.349,0.03400,0.18836,0.00025,0.14061,1.00000e+10
0.352,0.03400,0.18838,0.00025,0.13322,1.00000e+10
0.355,0.03400,0.18840,0.00025,0.12583,1.00000e+10
0.358,0.03400,0.18842,0.00025,0.11844,1.00000e+10
0.361,0.03400,0.18844,0.00025,0.11106,1.00000e+10
0.364,0.03400,0.18845,0.00025,0.10367,1.00000e+10
0.367,0.03400,0.18847,0.00025,0.09628,1.00000e+10
0.370,0.03400,0.18848,0.00025,0.08889,1.00000e+10
0.373,0.03400,0.18849,0.00025,0.08151,1.00000e+10
0.376,0.03400,0.18850,0.00025,0.07412,1.00000e+10
0.379,0.03400,0.18851,0.00025,0.06673,1.00000e+10
0.382,0.03400,0.18852,0.00025,0.05934,1.00000e+10
0.184,0.03500,0.17357,0.00004,0.54691,1.00000e+10
0.187,0.03500,0.17423,0.00005,0.53952,1.00000e+10
0.190,0.03500,0.17483,0.00005,0.53214,1.00000e+10
0.196,0.03500,0.17590,0.00006,0.51736,1.00000e+10
0.199,0.03500,0.17638,0.00006,0.50997,1.00000e+10
0.202,0.03500,0.17682,0.00006,0.50259,1.00000e+10
0.193,0.03500,0.17539,0.00005,0.52475,1.00000e+10
0.205,0.03500,0.17723,0.00006,0.49520,1.00000e+10
0.208,0.03500,0.17761,0.00007,0.48781,1.00000e+10
0.211,0.03500,0.17796,0.00007,0.48042,1.00000e+10
0.214,0.03500,0.17829,0.00007,0.47304,1.00000e+10
0.217,0.03500,0.17860,0.00007,0.46565,1.00000e+10
0.220,0.03500,0.17889,0.00008,0.45826,1.00000e+10
0.223,0.03500,0.17916,0.00008,0.45087,1.00000e+10
0.226,0.03500,0.17941,0.00008,0.44349,1.00000e+10
0.229,0.03500,0.17964,0.00008,0.43610,1.00000e+10
0.232,0.03500,0.17986,0.00008,0.42871,1.00000e+10
0.235,0.03500,0.18006,0.00009,0.42132,1.00000e+10
0.238,0.03500,0.18026,0.00009,0.41394,1.00000e+10
0.241,0.03500,0.18044,0.00009,0.40655,1.00000e+10
0.244,0.03500,0.18061,0.00009,0.39916,1.00000e+10
0.247,0.03500,0.18077,0.00009,0.39178,1.00000e+10
0.250,0.03500,0.18092,0.00009,0.38439,1.00000e+10
0.253,0.03500,0.18106,0.00009,0.37700,1.00000e+10
0.256,0.03500,0.18119,0.00009,0.36961,1.00000e+10
0.259,0.03500,0.18132,0.00010,0.36223,1.00000e+10
0.262,0.03500,0.18144,0.00010,0.35484,1.00000e+10
0.265,0.03500,0.18155,0.00010,0.34745,1.00000e+10
0.268,0.03500,0.18165,0.00010,0.34006,1.00000e+10
0.271,0.03500,0.18175,0.00010,0.33268,1.00000e+10
0.274,0.03500,0.18185,0.00010,0.32529,1.00000e+10
0.277,0.03500,0.18193,0.00010,0.31790,1.00000e+10
0.280,0.03500,0.18202,0.00010,0.31051,1.00000e+10
0.283,0.03500,0.18210,0.00010,0.30313,1.00000e+10
0.289,0.03500,0.18224,0.00010,0.28835,1.00000e+10
0.286,0.03500,0.18217,0.00010,0.29574,1.00000e+10
0.292,0.03500,0.18231,0.00011,0.28097,1.00000e+10
0.295,0.03500,0.18237,0.00011,0.27358,1.00000e+10
0.301,0.03500,0.18249,0.00011,0.25880,1.00000e+10
0.298,0.03500,0.18243,0.00011,0.26619,1.00000e+10
0.304,0.03500,0.18254,0.00011,0.25142,1.00000e+10
0.307,0.03500,0.18259,0.00011,0.24403,1.00000e+10
0.310,0.03500,0.18264,0.00011,0.23664,1.00000e+10
0.316,0.03500,0.18273,0.00011,0.22187,1.00000e+10
0.313,0.03500,0.18269,0.00011,0.22925,1.00000e+10
0.319,0.03500,0.18277,0.00011,0.21448,1.00000e+10
0.160,0.03600,0.16021,0.00181,0.60601,3.50000e+07
0.163,0.03600,0.16314,0.00189,0.59862,4.40000e+07
0.166,0.03600,0.16605,0.00196,0.59123,5.60000e+07
0.169,0.03600,0.16913,0.00204,0.58385,7.40000e+07
0.322,0.03500,0.18281,0.00011,0.20709,1.00000e+10
0.172,0.03600,0.17204,0.00211,0.57646,1.00000e+08
0.325,0.03500,0.18285,0.00011,0.19970,1.00000e+10
0.175,0.03600,0.17502,0.00215,0.56907,1.48000e+08
0.328,0.03500,0.18288,0.00011,0.19232,1.00000e+10
0.178,0.03600,0.17800,0.00207,0.56168,3.45000e+08
0.334,0.03500,0.18294,0.00011,0.17754,1.00000e+10
0.331,0.03500,0.18291,0.00011,0.18493,1.00000e+10
0.337,0.03500,0.18297,0.00011,0.17016,1.00000e+10
0.340,0.03500,0.18300,0.00011,0.16277,1.00000e+10
0.346,0.03500,0.18305,0.00011,0.14799,1.00000e+10
0.343,0.03500,0.18302,0.00011,0.15538,1.00000e+10
0.349,0.03500,0.18307,0.00011,0.14061,1.00000e+10
0.352,0.03500,0.18309,0.00011,0.13322,1.00000e+10
0.355,0.03500,0.18311,0.00011,0.12583,1.00000e+10
0.358,0.03500,0.18313,0.00011,0.11844,1.00000e+10
0.361,0.03500,0.18315,0.00011,0.11106,1.00000e+10
0.364,0.03500,0.18316,0.00011,0.10367,1.00000e+10
0.367,0.03500,0.18318,0.00011,0.09628,1.00000e+10
0.373,0.03500,0.18320,0.00011,0.08151,1.00000e+10
0.370,0.03500,0.18319,0.00011,0.08889,1.00000e+10
0.376,0.03500,0.18321,0.00011,0.07412,1.00000e+10
0.379,0.03500,0.18322,0.00011,0.06673,1.00000e+10
0.382,0.03500,0.18323,0.00011,0.05934,1.00000e+10
0.184,0.03600,0.16870,0.00001,0.54691,1.00000e+10
0.187,0.03600,0.16936,0.00001,0.53952,1.00000e+10
0.190,0.03600,0.16996,0.00002,0.53214,1.00000e+10
0.196,0.03600,0.17103,0.00002,0.51736,1.00000e+10
0.199,0.03600,0.17150,0.00002,0.50997,1.00000e+10
0.193,0.03600,0.17051,0.00002,0.52475,1.00000e+10
0.181,0.03600,0.16799,0.00001,0.55430,1.00000e+10
0.202,0.03600,0.17194,0.00002,0.50259,1.00000e+10
0.205,0.03600,0.17235,0.00002,0.49520,1.00000e+10
0.208,0.03600,0.17273,0.00002,0.48781,1.00000e+10
0.211,0.03600,0.17308,0.00002,0.48042,1.00000e+10
0.214,0.03600,0.17341,0.00003,0.47304,1.00000e+10
0.217,0.03600,0.17371,0.00003,0.46565,1.00000e+10
0.220,0.03600,0.17400,0.00003,0.45826,1.00000e+10
0.223,0.03600,0.17426,0.00003,0.45087,1.00000e+10
0.226,0.03600,0.17451,0.00003,0.44349,1.00000e+10
0.229,0.03600,0.17474,0.00003,0.43610,1.00000e+10
0.232,0.03600,0.17496,0.00003,0.42871,1.00000e+10
0.235,0.03600,0.17517,0.00003,0.42132,1.00000e+10
0.238,0.03600,0.17536,0.00003,0.41394,1.00000e+10
0.241,0.03600,0.17554,0.00003,0.40655,1.00000e+10
0.244,0.03600,0.17570,0.00003,0.39916,1.00000e+10
0.247,0.03600,0.17586,0.00003,0.39178,1.00000e+10
0.250,0.03600,0.17601,0.00003,0.38439,1.00000e+10
0.253,0.03600,0.17615,0.00004,0.37700,1.00000e+10
0.256,0.03600,0.17628,0.00004,0.36961,1.00000e+10
0.259,0.03600,0.17641,0.00004,0.36223,1.00000e+10
0.262,0.03600,0.17652,0.00004,0.35484,1.00000e+10
0.268,0.03600,0.17674,0.00004,0.34006,1.00000e+10
0.265,0.03600,0.17663,0.00004,0.34745,1.00000e+10
0.271,0.03600,0.17684,0.00004,0.33268,1.00000e+10
0.274,0.03600,0.17693,0.00004,0.32529,1.00000e+10
0.277,0.03600,0.17702,0.00004,0.31790,1.00000e+10
0.280,0.03600,0.17710,0.00004,0.31051,1.00000e+10
0.286,0.03600,0.17725,0.00004,0.29574,1.00000e+10
0.289,0.03600,0.17732,0.00004,0.28835,1.00000e+10
0.292,0.03600,0.17739,0.00004,0.28097,1.00000e+10
0.295,0.03600,0.17745,0.00004,0.27358,1.00000e+10
0.298,0.03600,0.17751,0.00004,0.26619,1.00000e+10
0.301,0.03600,0.17756,0.00004,0.25880,1.00000e+10
0.283,0.03600,0.17718,0.00004,0.30313,1.00000e+10
0.304,0.03600,0.17762,0.00004,0.25142,1.00000e+10
0.307,0.03600,0.17767,0.00004,0.24403,1.00000e+10
0.310,0.03600,0.17771,0.00004,0.23664,1.00000e+10
0.313,0.03600,0.17776,0.00004,0.22925,1.00000e+10
0.163,0.03700,0.16312,0.00186,0.59862,5.10000e+07
0.160,0.03700,0.16007,0.00179,0.60601,3.90000e+07
0.166,0.03700,0.16606,0.00193,0.59123,6.80000e+07
0.169,0.03700,0.16903,0.00199,0.58385,9.60000e+07
0.172,0.03700,0.17200,0.00201,0.57646,1.57000e+08
0.319,0.03600,0.17784,0.00004,0.21448,1.00000e+10
0.316,0.03600,0.17780,0.00004,0.22187,1.00000e+10
0.322,0.03600,0.17788,0.00004,0.20709,1.00000e+10
0.325,0.03600,0.17792,0.00004,0.19970,1.00000e+10
0.328,0.03600,0.17795,0.00004,0.19232,1.00000e+10
0.331,0.03600,0.17798,0.00004,0.18493,1.00000e+10
0.334,0.03600,0.17801,0.00004,0.17754,1.00000e+10
0.337,0.03600,0.17804,0.00004,0.17016,1.00000e+10
0.340,0.03600,0.17807,0.00004,0.16277,1.00000e+10
0.343,0.03600,0.17809,0.00004,0.15538,1.00000e+10
0.346,0.03600,0.17812,0.00004,0.14799,1.00000e+10
0.349,0.03600,0.17814,0.00004,0.14061,1.00000e+10
0.352,0.03600,0.17816,0.00004,0.13322,1.00000e+10
0.355,0.03600,0.17818,0.00004,0.12583,1.00000e+10
0.361,0.03600,0.17821,0.00004,0.11106,1.00000e+10
0.358,0.03600,0.17820,0.00004,0.11844,1.00000e+10
0.367,0.03600,0.17824,0.00004,0.09628,1.00000e+10
0.364,0.03600,0.17823,0.00004,0.10367,1.00000e+10
0.370,0.03600,0.17826,0.00004,0.08889,1.00000e+10
0.373,0.03600,0.17827,0.00004,0.08151,1.00000e+10
0.376,0.03600,0.17828,0.00004,0.07412,1.00000e+10
0.379,0.03600,0.17829,0.00004,0.06673,1.00000e+10
0.382,0.03600,0.17830,0.00004,0.05934,1.00000e+10
0.181,0.03700,0.16342,0.00000,0.55430,1.00000e+10
0.175,0.03700,0.16180,0.00000,0.56907,1.00000e+10
0.184,0.03700,0.16413,0.00000,0.54691,1.00000e+10
0.187,0.03700,0.16478,0.00000,0.53952,1.00000e+10
0.178,0.03700,0.16264,0.00000,0.56168,1.00000e+10
0.190,0.03700,0.16539,0.00000,0.53214,1.00000e+10
0.193,0.03700,0.16594,0.00000,0.52475,1.00000e+10
0.196,0.03700,0.16645,0.00000,0.51736,1.00000e+10
0.199,0.03700,0.16693,0.00001,0.50997,1.00000e+10
0.202,0.03700,0.16737,0.00001,0.50259,1.00000e+10
0.205,0.03700,0.16777,0.00001,0.49520,1.00000e+10
0.211,0.03700,0.16850,0.00001,0.48042,1.00000e+10
0.208,0.03700,0.16815,0.00001,0.48781,1.00000e+10
0.217,0.03700,0.16913,0.00001,0.46565,1.00000e+10
0.220,0.03700,0.16942,0.00001,0.45826,1.00000e+10
0.214,0.03700,0.16883,0.00001,0.47304,1.00000e+10
0.223,0.03700,0.16968,0.00001,0.45087,1.00000e+10
0.226,0.03700,0.16993,0.00001,0.44349,1.00000e+10
0.229,0.03700,0.17016,0.00001,0.43610,1.00000e+10
0.232,0.03700,0.17038,0.00001,0.42871,1.00000e+10
0.235,0.03700,0.17058,0.00001,0.42132,1.00000e+10
0.238,0.03700,0.17077,0.00001,0.41394,1.00000e+10
0.241,0.03700,0.17095,0.00001,0.40655,1.00000e+10
0.244,0.03700,0.17112,0.00001,0.39916,1.00000e+10
0.247,0.03700,0.17127,0.00001,0.39178,1.00000e+10
0.253,0.03700,0.17156,0.00001,0.37700,1.00000e+10
0.250,0.03700,0.17142,0.00001,0.38439,1.00000e+10
0.256,0.03700,0.17169,0.00001,0.36961,1.00000e+10
0.259,0.03700,0.17181,0.00001,0.36223,1.00000e+10
0.262,0.03700,0.17193,0.00001,0.35484,1.00000e+10
0.265,0.03700,0.17204,0.00001,0.34745,1.00000e+10
0.268,0.03700,0.17214,0.00001,0.34006,1.00000e+10
0.271,0.03700,0.17224,0.00001,0.33268,1.00000e+10
0.274,0.03700,0.17233,0.00001,0.32529,1.00000e+10
0.277,0.03700,0.17242,0.00001,0.31790,1.00000e+10
0.280,0.03700,0.17250,0.00001,0.31051,1.00000e+10
0.283,0.03700,0.17258,0.00001,0.30313,1.00000e+10
0.286,0.03700,0.17265,0.00001,0.29574,1.00000e+10
0.289,0.03700,0.17272,0.00001,0.28835,1.00000e+10
0.292,0.03700,0.17278,0.00001,0.28097,1.00000e+10
0.295,0.03700,0.17285,0.00001,0.27358,1.00000e+10
0.301,0.03700,0.17296,0.00001,0.25880,1.00000e+10
0.298,0.03700,0.17291,0.00001,0.26619,1.00000e+10
0.304,0.03700,0.17301,0.00001,0.25142,1.00000e+10
0.160,0.03800,0.16017,0.00176,0.60601,4.60000e+07
0.163,0.03800,0.16314,0.00183,0.59862,6.30000e+07
0.307,0.03700,0.17306,0.00001,0.24403,1.00000e+10
0.166,0.03800,0.16601,0.00187,0.59123,9.20000e+07
0.169,0.03800,0.16901,0.00184,0.58385,1.88000e+08
0.313,0.03700,0.17315,0.00001,0.22925,1.00000e+10
0.316,0.03700,0.17320,0.00001,0.22187,1.00000e+10
0.319,0.03700,0.17324,0.00001,0.21448,1.00000e+10
0.322,0.03700,0.17327,0.00001,0.20709,1.00000e+10
0.310,0.03700,0.17311,0.00001,0.23664,1.00000e+10
0.325,0.03700,0.17331,0.00001,0.19970,1.00000e+10
0.328,0.03700,0.17334,0.00001,0.19232,1.00000e+10
0.331,0.03700,0.17337,0.00001,0.18493,1.00000e+10
0.334,0.03700,0.17340,0.00001,0.17754,1.00000e+10
0.337,0.03700,0.17343,0.00001,0.17016,1.00000e+10
0.340,0.03700,0.17346,0.00001,0.16277,1.00000e+10
0.343,0.03700,0.17348,0.00001,0.15538,1.00000e+10
0.346,0.03700,0.17351,0.00001,0.14799,1.00000e+10
0.352,0.03700,0.17355,0.00001,0.13322,1.00000e+10
0.349,0.03700,0.17353,0.00001,0.14061,1.00000e+10
0.355,0.03700,0.17357,0.00001,0.12583,1.00000e+10
0.358,0.03700,0.17359,0.00001,0.11844,1.00000e+10
0.361,0.03700,0.17360,0.00001,0.11106,1.00000e+10
0.364,0.03700,0.17362,0.00001,0.10367,1.00000e+10
0.367,0.03700,0.17363,0.00001,0.09628,1.00000e+10
0.370,0.03700,0.17364,0.00001,0.08889,1.00000e+10
0.376,0.03700,0.17367,0.00001,0.07412,1.00000e+10
0.379,0.03700,0.17368,0.00001,0.06673,1.00000e+10
0.373,0.03700,0.17366,0.00001,0.08151,1.00000e+10
0.382,0.03700,0.17369,0.00001,0.05934,1.00000e+10
0.172,0.03800,0.15656,0.00000,0.57646,1.00000e+10
0.175,0.03800,0.15749,0.00000,0.56907,1.00000e+10
0.178,0.03800,0.15834,0.00000,0.56168,1.00000e+10
0.181,0.03800,0.15912,0.00000,0.55430,1.00000e+10
0.184,0.03800,0.15983,0.00000,0.54691,1.00000e+10
0.187,0.03800,0.16049,0.00000,0.53952,1.00000e+10
0.190,0.03800,0.16109,0.00000,0.53214,1.00000e+10
0.199,0.03800,0.16264,0.00000,0.50997,1.00000e+10
0.196,0.03800,0.16216,0.00000,0.51736,1.00000e+10
0.202,0.03800,0.16308,0.00000,0.50259,1.00000e+10
0.208,0.03800,0.16386,0.00000,0.48781,1.00000e+10
0.205,0.03800,0.16348,0.00000,0.49520,1.00000e+10
0.211,0.03800,0.16421,0.00000,0.48042,1.00000e+10
0.193,0.03800,0.16165,0.00000,0.52475,1.00000e+10
0.214,0.03800,0.16454,0.00000,0.47304,1.00000e+10
0.217,0.03800,0.16484,0.00000,0.46565,1.00000e+10
0.220,0.03800,0.16512,0.00000,0.45826,1.00000e+10
0.223,0.03800,0.16539,0.00000,0.45087,1.00000e+10
0.226,0.03800,0.16563,0.00000,0.44349,1.00000e+10
0.229,0.03800,0.16586,0.00000,0.43610,1.00000e+10
0.232,0.03800,0.16608,0.00000,0.42871,1.00000e+10
0.235,0.03800,0.16628,0.00000,0.42132,1.00000e+10
0.238,0.03800,0.16647,0.00000,0.41394,1.00000e+10
0.241,0.03800,0.16665,0.00000,0.40655,1.00000e+10
0.244,0.03800,0.16682,0.00000,0.39916,1.00000e+10
0.247,0.03800,0.16697,0.00000,0.39178,1.00000e+10
0.250,0.03800,0.16712,0.00000,0.38439,1.00000e+10
0.253,0.03800,0.16726,0.00000,0.37700,1.00000e+10
0.256,0.03800,0.16739,0.00000,0.36961,1.00000e+10
0.259,0.03800,0.16751,0.00000,0.36223,1.00000e+10
0.268,0.03800,0.16784,0.00000,0.34006,1.00000e+10
0.262,0.03800,0.16762,0.00000,0.35484,1.00000e+10
0.265,0.03800,0.16773,0.00000,0.34745,1.00000e+10
0.271,0.03800,0.16793,0.00000,0.33268,1.00000e+10
0.274,0.03800,0.16802,0.00000,0.32529,1.00000e+10
0.280,0.03800,0.16819,0.00000,0.31051,1.00000e+10
0.277,0.03800,0.16811,0.00000,0.31790,1.00000e+10
0.286,0.03800,0.16834,0.00000,0.29574,1.00000e+10
0.283,0.03800,0.16827,0.00000,0.30313,1.00000e+10
0.289,0.03800,0.16841,0.00000,0.28835,1.00000e+10
0.292,0.03800,0.16847,0.00000,0.28097,1.00000e+10
0.298,0.03800,0.16859,0.00000,0.26619,1.00000e+10
0.301,0.03800,0.16865,0.00000,0.25880,1.00000e+10
0.295,0.03800,0.16854,0.00000,0.27358,1.00000e+10
0.307,0.03800,0.16875,0.00000,0.24403,1.00000e+10
0.304,0.03800,0.16870,0.00000,0.25142,1.00000e+10
0.160,0.03900,0.16008,0.00173,0.60601,5.70000e+07
0.163,0.03900,0.16306,0.00176,0.59862,8.90000e+07
0.310,0.03800,0.16880,0.00000,0.23664,1.00000e+10
0.313,0.03800,0.16884,0.00000,0.22925,1.00000e+10
0.316,0.03800,0.16888,0.00000,0.22187,1.00000e+10
0.319,0.03800,0.16892,0.00000,0.21448,1.00000e+10
0.322,0.03800,0.16896,0.00000,0.20709,1.00000e+10
0.325,0.03800,0.16900,0.00000,0.19970,1.00000e+10
0.328,0.03800,0.16903,0.00000,0.19232,1.00000e+10
0.331,0.03800,0.16906,0.00000,0.18493,1.00000e+10
0.337,0.03800,0.16912,0.00000,0.17016,1.00000e+10
0.334,0.03800,0.16909,0.00000,0.17754,1.00000e+10
0.340,0.03800,0.16914,0.00000,0.16277,1.00000e+10
0.343,0.03800,0.16917,0.00000,0.15538,1.00000e+10
0.346,0.03800,0.16919,0.00000,0.14799,1.00000e+10
0.349,0.03800,0.16921,0.00000,0.14061,1.00000e+10
0.352,0.03800,0.16923,0.00000,0.13322,1.00000e+10
0.355,0.03800,0.16925,0.00000,0.12583,1.00000e+10
0.358,0.03800,0.16927,0.00000,0.11844,1.00000e+10
0.361,0.03800,0.16929,0.00000,0.11106,1.00000e+10
0.364,0.03800,0.16930,0.00000,0.10367,1.00000e+10
0.367,0.03800,0.16932,0.00000,0.09628,1.00000e+10
0.370,0.03800,0.16933,0.00000,0.08889,1.00000e+10
0.373,0.03800,0.16934,0.00000,0.08151,1.00000e+10
0.376,0.03800,0.16935,0.00000,0.07412,1.00000e+10
0.379,0.03800,0.16936,0.00000,0.06673,1.00000e+10
0.382,0.03800,0.16937,0.00000,0.05934,1.00000e+10
0.175,0.03900,0.15345,0.00000,0.56907,1.00000e+10
0.172,0.03900,0.15251,0.00000,0.57646,1.00000e+10
0.166,0.03900,0.15035,0.00000,0.59123,1.00000e+10
0.169,0.03900,0.15148,0.00000,0.58385,1.00000e+10
0.178,0.03900,0.15430,0.00000,0.56168,1.00000e+10
0.181,0.03900,0.15508,0.00000,0.55430,1.00000e+10
0.184,0.03900,0.15580,0.00000,0.54691,1.00000e+10
0.187,0.03900,0.15646,0.00000,0.53952,1.00000e+10
0.190,0.03900,0.15706,0.00000,0.53214,1.00000e+10
0.193,0.03900,0.15762,0.00000,0.52475,1.00000e+10
0.196,0.03900,0.15813,0.00000,0.51736,1.00000e+10
0.199,0.03900,0.15861,0.00000,0.50997,1.00000e+10
0.202,0.03900,0.15904,0.00000,0.50259,1.00000e+10
