#nR_H,a_s,e_s,MA_s,tcol
0.250,0.02016585,0.59,123.81943,27173.03324
0.250,0.02016585,0.04,19.42046,1000000.00000
0.250,0.02016585,0.08,69.61236,1000000.00000
0.250,0.02016585,0.40,156.58134,1000000.00000
0.250,0.02016585,0.10,98.77208,1000000.00000
0.250,0.02016585,0.49,131.07398,1000000.00000
0.250,0.02016585,0.04,159.69829,1000000.00000
0.250,0.02016585,0.01,65.94513,1000000.00000
0.250,0.02016585,0.07,42.77476,1000000.00000
0.250,0.02016585,0.07,51.27129,1000000.00000
0.250,0.02016585,0.46,97.49416,1000000.00000
0.250,0.02016585,0.40,177.27142,1000000.00000
0.250,0.02016585,0.02,93.61224,1000000.00000
0.250,0.02016585,0.41,165.57401,1000000.00000
0.250,0.02016585,0.10,42.70484,1000000.00000
0.250,0.02016585,0.29,62.22011,1000000.00000
0.250,0.02016585,0.45,25.22037,1000000.00000
0.250,0.02016585,0.34,58.26226,1000000.00000
0.250,0.02016585,0.49,60.16390,1000000.00000
0.250,0.02016585,0.39,101.72397,1000000.00000
0.250,0.02016585,0.57,122.42534,7298.30820
0.250,0.02016585,0.00,77.75010,1000000.00000
0.250,0.02016585,0.49,106.24152,969121.39328
0.250,0.02016585,0.07,9.26618,1000000.00000
0.250,0.02016585,0.60,124.86280,345982.19459
0.250,0.02016585,0.07,163.48786,1000000.00000
0.250,0.02016585,0.40,71.82049,1000000.00000
0.250,0.02016585,0.60,80.26249,207.69574
0.250,0.02016585,0.49,123.91243,1000000.00000
0.250,0.02016585,0.51,149.20478,1000000.00000
0.250,0.02016585,0.60,87.95577,1103.47895
0.250,0.02016585,0.03,97.68529,1000000.00000
0.250,0.02016585,0.17,31.17634,1000000.00000
0.250,0.02016585,0.03,25.36636,1000000.00000
0.250,0.02016585,0.07,43.12114,1000000.00000
0.250,0.02016585,0.33,33.58206,1000000.00000
0.250,0.02016585,0.50,127.00353,1000000.00000
0.250,0.02016585,0.38,157.81781,1000000.00000
