#e_p,R_H,f_stab
0.450,0.570,-0.05000
0.450,0.580,-0.05000
0.450,0.590,-0.05000
0.450,0.600,-0.05000
0.450,0.610,-0.05000
0.450,0.620,-0.05000
0.450,0.630,-0.05000
0.450,0.640,-0.05000
0.450,0.650,-0.05000
0.450,0.660,-0.05000
0.450,0.670,-0.05000
0.450,0.680,-0.05000
0.450,0.690,-0.05000
0.450,0.700,-0.05000
0.460,0.250,1.00000
0.460,0.260,0.94444
0.460,0.270,1.00000
0.460,0.280,0.95000
0.460,0.290,0.66667
0.460,0.300,0.73684
0.460,0.310,0.40000
0.460,0.320,0.45000
0.460,0.330,0.35000
0.460,0.340,0.15000
0.460,0.350,0.10000
0.460,0.360,0.05000
0.460,0.370,-0.05000
0.460,0.380,-0.05000
0.460,0.390,-0.05000
0.460,0.400,-0.05000
0.460,0.410,-0.05000
0.460,0.420,-0.05000
0.460,0.430,-0.05000
0.460,0.440,-0.05000
0.460,0.450,0.05000
0.460,0.460,-0.05000
0.460,0.470,-0.05000
0.460,0.480,-0.05000
0.460,0.490,-0.05000
0.460,0.500,-0.05000
0.460,0.510,-0.05000
0.460,0.520,-0.05000
0.460,0.530,-0.05000
0.460,0.540,-0.05000
0.460,0.550,-0.05000
0.460,0.560,-0.05000
0.460,0.570,-0.05000
0.460,0.580,-0.05000
0.460,0.590,-0.05000
0.460,0.600,-0.05000
0.460,0.610,-0.05000
0.460,0.620,-0.05000
0.460,0.630,-0.05000
0.460,0.640,-0.05000
0.460,0.650,-0.05000
0.460,0.660,-0.05000
0.460,0.670,-0.05000
0.460,0.680,-0.05000
0.460,0.690,-0.05000
0.460,0.700,-0.05000
0.470,0.250,1.00000
0.470,0.260,0.92308
0.470,0.270,1.00000
0.470,0.280,0.85000
0.470,0.290,0.68421
0.470,0.300,0.50000
0.470,0.310,0.30000
0.470,0.320,0.35000
0.470,0.330,0.25000
0.470,0.340,0.10000
0.470,0.350,0.05000
0.470,0.360,-0.05000
0.470,0.370,-0.05000
0.470,0.380,-0.05000
0.470,0.390,-0.05000
0.470,0.400,-0.05000
0.470,0.410,-0.05000
0.470,0.420,-0.05000
0.470,0.430,-0.05000
0.470,0.440,-0.05000
0.470,0.450,-0.05000
0.470,0.460,-0.05000
0.470,0.470,-0.05000
0.470,0.480,-0.05000
0.470,0.490,-0.05000
0.470,0.500,-0.05000
0.470,0.510,-0.05000
0.470,0.520,-0.05000
0.470,0.530,-0.05000
0.470,0.540,-0.05000
0.470,0.550,-0.05000
0.470,0.560,-0.05000
0.470,0.570,-0.05000
0.470,0.580,-0.05000
0.470,0.590,-0.05000
0.470,0.600,-0.05000
0.470,0.610,-0.05000
0.470,0.620,-0.05000
0.470,0.630,-0.05000
0.470,0.640,-0.05000
0.470,0.650,-0.05000
0.470,0.660,-0.05000
0.470,0.670,-0.05000
0.470,0.680,-0.05000
0.470,0.690,-0.05000
0.470,0.700,-0.05000
0.480,0.250,1.00000
0.480,0.260,0.88889
0.480,0.270,0.81250
0.480,0.280,0.93750
0.480,0.290,0.52941
0.480,0.300,0.42105
0.480,0.310,0.21053
0.480,0.320,0.20000
0.480,0.330,0.15000
0.480,0.340,-0.05000
0.480,0.350,0.05000
0.480,0.360,0.05000
0.480,0.370,-0.05000
0.480,0.380,-0.05000
0.480,0.390,-0.05000
0.480,0.400,-0.05000
0.480,0.410,-0.05000
0.480,0.420,-0.05000
0.480,0.430,-0.05000
0.480,0.440,-0.05000
0.480,0.450,-0.05000
0.480,0.460,-0.05000
0.480,0.470,-0.05000
0.480,0.480,-0.05000
0.480,0.490,-0.05000
0.480,0.500,-0.05000
0.480,0.510,-0.05000
0.480,0.520,-0.05000
0.480,0.530,-0.05000
0.480,0.540,-0.05000
0.480,0.550,-0.05000
0.480,0.560,-0.05000
0.480,0.570,-0.05000
0.480,0.580,-0.05000
0.480,0.590,-0.05000
0.480,0.600,-0.05000
0.480,0.610,-0.05000
0.480,0.620,-0.05000
0.480,0.630,-0.05000
0.480,0.640,-0.05000
0.480,0.650,-0.05000
0.480,0.660,-0.05000
0.480,0.670,-0.05000
0.480,0.680,-0.05000
0.480,0.690,-0.05000
0.480,0.700,-0.05000
0.490,0.250,1.00000
0.490,0.260,0.76471
0.490,0.270,0.88889
0.490,0.280,0.77778
0.490,0.290,0.66667
0.490,0.300,0.50000
0.490,0.310,0.25000
0.490,0.320,0.25000
0.490,0.330,0.30000
0.490,0.340,0.05000
0.490,0.350,0.05000
0.490,0.360,0.05000
0.490,0.370,-0.05000
0.490,0.380,-0.05000
0.490,0.390,-0.05000
0.490,0.400,-0.05000
0.490,0.410,-0.05000
0.490,0.420,-0.05000
0.490,0.430,-0.05000
0.490,0.440,-0.05000
0.490,0.450,-0.05000
0.490,0.460,-0.05000
0.490,0.470,-0.05000
0.490,0.480,-0.05000
0.490,0.490,-0.05000
0.490,0.500,-0.05000
0.490,0.510,-0.05000
0.490,0.520,-0.05000
0.490,0.530,-0.05000
0.490,0.540,-0.05000
0.490,0.550,-0.05000
0.490,0.560,-0.05000
0.490,0.570,-0.05000
0.490,0.580,-0.05000
0.490,0.590,-0.05000
0.490,0.600,-0.05000
0.490,0.610,-0.05000
0.490,0.620,-0.05000
0.490,0.630,-0.05000
0.490,0.640,-0.05000
0.490,0.650,-0.05000
0.490,0.660,-0.05000
0.490,0.670,-0.05000
0.490,0.680,-0.05000
0.490,0.690,-0.05000
0.490,0.700,-0.05000
0.500,0.250,1.00000
0.500,0.260,0.88889
0.500,0.270,0.73684
0.500,0.280,0.72222
0.500,0.290,0.80000
0.500,0.300,0.52632
0.500,0.310,0.50000
0.500,0.320,0.15000
0.500,0.330,0.30000
0.500,0.340,0.15000
0.500,0.350,-0.05000
0.500,0.360,-0.05000
0.500,0.370,-0.05000
0.500,0.380,-0.05000
0.500,0.390,-0.05000
0.500,0.400,-0.05000
0.500,0.410,-0.05000
0.500,0.420,-0.05000
0.500,0.430,-0.05000
0.500,0.440,-0.05000
0.500,0.450,-0.05000
0.500,0.460,-0.05000
0.500,0.470,-0.05000
0.500,0.480,-0.05000
0.500,0.490,-0.05000
0.500,0.500,-0.05000
0.500,0.510,-0.05000
0.500,0.520,-0.05000
0.500,0.530,-0.05000
0.500,0.540,-0.05000
0.500,0.550,-0.05000
0.500,0.560,-0.05000
0.500,0.570,-0.05000
0.500,0.580,-0.05000
0.500,0.590,-0.05000
0.500,0.600,-0.05000
0.500,0.610,-0.05000
0.500,0.620,-0.05000
0.500,0.630,-0.05000
0.500,0.640,-0.05000
0.500,0.650,-0.05000
0.500,0.660,-0.05000
0.500,0.670,-0.05000
0.500,0.680,-0.05000
0.500,0.690,-0.05000
0.500,0.700,-0.05000
0.510,0.250,1.00000
0.510,0.260,1.00000
0.510,0.270,0.85714
0.510,0.280,0.62500
0.510,0.290,0.72222
0.510,0.300,0.38889
0.510,0.310,0.40000
0.510,0.320,0.15000
0.510,0.330,0.20000
0.510,0.340,0.20000
0.510,0.350,-0.05000
0.510,0.360,-0.05000
0.510,0.370,-0.05000
0.510,0.380,-0.05000
0.510,0.390,-0.05000
0.510,0.400,-0.05000
0.510,0.410,-0.05000
0.510,0.420,-0.05000
0.510,0.430,-0.05000
0.510,0.440,-0.05000
0.510,0.450,-0.05000
0.510,0.460,-0.05000
0.510,0.470,-0.05000
0.510,0.480,-0.05000
0.510,0.490,-0.05000
0.510,0.500,-0.05000
0.510,0.510,-0.05000
0.510,0.520,-0.05000
0.510,0.530,-0.05000
0.510,0.540,-0.05000
0.510,0.550,-0.05000
0.510,0.560,-0.05000
0.510,0.570,-0.05000
0.510,0.580,-0.05000
0.510,0.590,-0.05000
0.510,0.600,-0.05000
0.510,0.610,-0.05000
0.510,0.620,-0.05000
0.510,0.630,-0.05000
0.510,0.640,-0.05000
0.510,0.650,-0.05000
0.510,0.660,-0.05000
0.510,0.670,-0.05000
0.510,0.680,-0.05000
0.510,0.690,-0.05000
0.510,0.700,-0.05000
0.520,0.250,0.78571
0.520,0.260,0.85714
0.520,0.270,0.87500
0.520,0.280,0.43750
0.520,0.290,0.44444
0.520,0.300,0.25000
0.520,0.310,0.31579
0.520,0.320,0.20000
0.520,0.330,0.15000
0.520,0.340,0.10000
0.520,0.350,0.05000
0.520,0.360,-0.05000
0.520,0.370,-0.05000
0.520,0.380,-0.05000
0.520,0.390,-0.05000
0.520,0.400,-0.05000
0.520,0.410,-0.05000
0.520,0.420,-0.05000
0.520,0.430,-0.05000
0.520,0.440,-0.05000
0.520,0.450,-0.05000
0.520,0.460,-0.05000
0.520,0.470,-0.05000
0.520,0.480,-0.05000
0.520,0.490,-0.05000
0.520,0.500,-0.05000
0.520,0.510,-0.05000
0.520,0.520,-0.05000
0.520,0.530,-0.05000
0.520,0.540,-0.05000
0.520,0.550,-0.05000
0.520,0.560,-0.05000
0.520,0.570,-0.05000
0.520,0.580,-0.05000
0.520,0.590,-0.05000
0.520,0.600,-0.05000
0.520,0.610,-0.05000
0.520,0.620,-0.05000
0.520,0.630,-0.05000
0.520,0.640,-0.05000
0.520,0.650,-0.05000
0.520,0.660,-0.05000
0.520,0.670,-0.05000
0.520,0.680,-0.05000
0.520,0.690,-0.05000
0.520,0.700,-0.05000
0.530,0.250,1.00000
0.530,0.260,0.71429
0.530,0.270,0.64706
0.530,0.280,0.50000
0.530,0.290,0.47059
0.530,0.300,0.30000
0.530,0.310,0.25000
0.530,0.320,0.20000
0.530,0.330,0.05000
0.530,0.340,0.10000
0.530,0.350,0.10000
0.530,0.360,-0.05000
0.530,0.370,-0.05000
0.530,0.380,-0.05000
0.530,0.390,-0.05000
0.530,0.400,-0.05000
0.530,0.410,-0.05000
0.530,0.420,-0.05000
0.530,0.430,-0.05000
0.530,0.440,-0.05000
0.530,0.450,-0.05000
0.530,0.460,-0.05000
0.530,0.470,-0.05000
0.530,0.480,-0.05000
0.530,0.490,-0.05000
0.530,0.500,-0.05000
0.530,0.510,-0.05000
0.530,0.520,-0.05000
0.530,0.530,-0.05000
0.530,0.540,-0.05000
0.530,0.550,-0.05000
0.530,0.560,-0.05000
0.530,0.570,-0.05000
0.530,0.580,-0.05000
0.530,0.590,-0.05000
0.530,0.600,-0.05000
0.530,0.610,-0.05000
0.530,0.620,-0.05000
0.530,0.630,-0.05000
0.530,0.640,-0.05000
0.530,0.650,-0.05000
0.530,0.660,-0.05000
0.530,0.670,-0.05000
0.530,0.680,-0.05000
0.530,0.690,-0.05000
0.530,0.700,-0.05000
0.540,0.250,0.93333
0.540,0.260,0.78947
0.540,0.270,0.61111
0.540,0.280,0.47059
0.540,0.290,0.52632
0.540,0.300,0.42105
0.540,0.310,0.25000
0.540,0.320,0.10000
0.540,0.330,0.05000
0.540,0.340,0.10000
0.540,0.350,-0.05000
0.540,0.360,0.05000
0.540,0.370,-0.05000
0.540,0.380,-0.05000
0.540,0.390,-0.05000
0.540,0.400,-0.05000
0.540,0.410,-0.05000
0.540,0.420,-0.05000
0.540,0.430,-0.05000
0.540,0.440,-0.05000
0.540,0.450,-0.05000
0.540,0.460,-0.05000
0.540,0.470,-0.05000
0.540,0.480,-0.05000
0.540,0.490,-0.05000
0.540,0.500,-0.05000
0.540,0.510,-0.05000
0.540,0.520,-0.05000
0.540,0.530,-0.05000
0.540,0.540,-0.05000
0.540,0.550,-0.05000
0.540,0.560,-0.05000
0.540,0.570,-0.05000
0.540,0.580,-0.05000
0.540,0.590,-0.05000
0.540,0.600,-0.05000
0.540,0.610,-0.05000
0.540,0.620,-0.05000
0.540,0.630,-0.05000
0.540,0.640,-0.05000
0.540,0.650,-0.05000
0.540,0.660,-0.05000
0.540,0.670,-0.05000
0.540,0.680,-0.05000
0.540,0.690,-0.05000
0.540,0.700,-0.05000
0.550,0.250,1.00000
0.550,0.260,0.73333
0.550,0.270,0.53333
0.550,0.280,0.43750
0.550,0.290,0.36842
0.550,0.300,0.33333
0.550,0.310,0.22222
0.550,0.320,0.10000
0.550,0.330,0.05000
0.550,0.340,0.05000
0.550,0.350,-0.05000
0.550,0.360,-0.05000
0.550,0.370,-0.05000
0.550,0.380,-0.05000
0.550,0.390,-0.05000
0.550,0.400,-0.05000
0.550,0.410,-0.05000
0.550,0.420,-0.05000
0.550,0.430,-0.05000
0.550,0.440,-0.05000
0.550,0.450,-0.05000
0.550,0.460,-0.05000
0.550,0.470,-0.05000
0.550,0.480,-0.05000
0.550,0.490,-0.05000
0.550,0.500,-0.05000
0.550,0.510,-0.05000
0.550,0.520,-0.05000
0.550,0.530,-0.05000
0.550,0.540,-0.05000
0.550,0.550,-0.05000
0.550,0.560,-0.05000
0.550,0.570,-0.05000
0.550,0.580,-0.05000
0.550,0.590,-0.05000
0.550,0.600,-0.05000
0.550,0.610,-0.05000
0.550,0.620,-0.05000
0.550,0.630,-0.05000
0.550,0.640,-0.05000
0.550,0.650,-0.05000
0.550,0.660,-0.05000
0.550,0.670,-0.05000
0.550,0.680,-0.05000
0.550,0.690,-0.05000
0.550,0.700,-0.05000
0.560,0.250,0.80000
0.560,0.260,0.64286
0.560,0.270,0.47368
0.560,0.280,0.21053
0.560,0.290,0.29412
0.560,0.300,0.15789
0.560,0.310,0.05263
0.560,0.320,0.05000
0.560,0.330,-0.05000
0.560,0.340,-0.05000
0.560,0.350,-0.05000
0.560,0.360,-0.05000
0.560,0.370,-0.05000
0.560,0.380,-0.05000
0.560,0.390,-0.05000
0.560,0.400,-0.05000
0.560,0.410,-0.05000
0.560,0.420,-0.05000
0.560,0.430,-0.05000
0.560,0.440,-0.05000
0.560,0.450,-0.05000
0.560,0.460,-0.05000
0.560,0.470,-0.05000
0.560,0.480,-0.05000
0.560,0.490,-0.05000
0.560,0.500,-0.05000
0.560,0.510,-0.05000
0.560,0.520,-0.05000
0.560,0.530,-0.05000
0.560,0.540,-0.05000
0.560,0.550,-0.05000
0.560,0.560,-0.05000
0.560,0.570,-0.05000
0.560,0.580,-0.05000
0.560,0.590,-0.05000
0.560,0.600,-0.05000
0.560,0.610,-0.05000
0.560,0.620,-0.05000
0.560,0.630,-0.05000
0.560,0.640,-0.05000
0.560,0.650,-0.05000
0.560,0.660,-0.05000
0.560,0.670,-0.05000
0.560,0.680,-0.05000
0.560,0.690,-0.05000
0.560,0.700,-0.05000
0.570,0.250,0.66667
0.570,0.260,0.42857
0.570,0.270,0.38889
0.570,0.280,0.38889
0.570,0.290,0.21053
0.570,0.300,0.10000
0.570,0.310,0.10000
0.570,0.320,0.05000
0.570,0.330,-0.05000
0.570,0.340,-0.05000
0.570,0.350,-0.05000
0.570,0.360,-0.05000
0.570,0.370,-0.05000
0.570,0.380,-0.05000
0.570,0.390,-0.05000
0.570,0.400,-0.05000
0.570,0.410,-0.05000
0.570,0.420,-0.05000
0.570,0.430,-0.05000
0.570,0.440,-0.05000
0.570,0.450,-0.05000
0.570,0.460,-0.05000
0.570,0.470,-0.05000
0.570,0.480,-0.05000
0.570,0.490,-0.05000
0.570,0.500,-0.05000
0.570,0.510,-0.05000
0.570,0.520,-0.05000
0.570,0.530,-0.05000
0.570,0.540,-0.05000
0.570,0.550,-0.05000
0.570,0.560,-0.05000
0.570,0.570,-0.05000
0.570,0.580,-0.05000
0.570,0.590,-0.05000
0.570,0.600,-0.05000
0.570,0.610,-0.05000
0.570,0.620,-0.05000
0.570,0.630,-0.05000
0.570,0.640,-0.05000
0.570,0.650,-0.05000
0.570,0.660,-0.05000
0.570,0.670,-0.05000
0.570,0.680,-0.05000
0.570,0.690,-0.05000
0.570,0.700,-0.05000
0.580,0.250,0.75000
0.580,0.260,0.43750
0.580,0.270,0.35294
0.580,0.280,0.23077
0.580,0.290,0.11765
0.580,0.300,-0.05556
0.580,0.310,0.05000
0.580,0.320,-0.05000
0.580,0.330,-0.05000
0.580,0.340,-0.05000
0.580,0.350,-0.05000
0.580,0.360,-0.05000
0.580,0.370,-0.05000
0.580,0.380,-0.05000
0.580,0.390,-0.05000
0.580,0.400,-0.05000
0.580,0.410,-0.05000
0.580,0.420,-0.05000
0.580,0.430,-0.05000
0.580,0.440,-0.05000
0.580,0.450,-0.05000
0.580,0.460,-0.05000
0.580,0.470,-0.05000
0.580,0.480,-0.05000
0.580,0.490,-0.05000
0.580,0.500,-0.05000
0.580,0.510,-0.05000
0.580,0.520,-0.05000
0.580,0.530,-0.05000
0.580,0.540,-0.05000
0.580,0.550,-0.05000
0.580,0.560,-0.05000
0.580,0.570,-0.05000
0.580,0.580,-0.05000
0.580,0.590,-0.05000
0.580,0.600,-0.05000
0.580,0.610,-0.05000
0.580,0.620,-0.05000
0.580,0.630,-0.05000
0.580,0.640,-0.05000
0.580,0.650,-0.05000
0.580,0.660,-0.05000
0.580,0.670,-0.05000
0.580,0.680,-0.05000
0.580,0.690,-0.05000
0.580,0.700,-0.05000
0.590,0.250,0.66667
0.590,0.260,0.37500
0.590,0.270,0.31250
0.590,0.280,0.13333
0.590,0.290,0.11765
0.590,0.300,-0.05000
0.590,0.310,-0.05000
0.590,0.320,-0.05000
0.590,0.330,-0.05000
0.590,0.340,-0.05000
0.590,0.350,-0.05000
0.590,0.360,-0.05000
0.590,0.370,-0.05000
0.590,0.380,-0.05000
0.590,0.390,-0.05000
0.590,0.400,-0.05000
0.590,0.410,-0.05000
0.590,0.420,-0.05000
0.590,0.430,-0.05000
0.590,0.440,-0.05000
0.590,0.450,-0.05000
0.590,0.460,-0.05000
0.590,0.470,-0.05000
0.590,0.480,-0.05000
0.590,0.490,-0.05000
0.590,0.500,-0.05000
0.590,0.510,-0.05000
0.590,0.520,-0.05000
0.590,0.530,-0.05000
0.590,0.540,-0.05000
0.590,0.550,-0.05000
0.590,0.560,-0.05000
0.590,0.570,-0.05000
0.590,0.580,-0.05000
0.590,0.590,-0.05000
0.590,0.600,-0.05000
0.590,0.610,-0.05000
0.590,0.620,-0.05000
0.590,0.630,-0.05000
0.590,0.640,-0.05000
0.590,0.650,-0.05000
0.590,0.660,-0.05000
0.590,0.670,-0.05000
0.590,0.680,-0.05000
0.590,0.690,-0.05000
0.590,0.700,-0.05000
0.600,0.250,0.53333
0.600,0.260,0.13333
0.600,0.270,0.18750
0.600,0.280,-0.05556
0.600,0.290,-0.05556
0.600,0.300,-0.05882
0.600,0.310,-0.05000
0.600,0.320,-0.05000
0.600,0.330,-0.05000
0.600,0.340,-0.05000
0.600,0.350,-0.05000
0.600,0.360,-0.05000
0.600,0.370,-0.05000
0.600,0.380,-0.05000
0.600,0.390,-0.05000
0.600,0.400,-0.05000
0.600,0.410,-0.05000
0.600,0.420,-0.05000
0.600,0.430,-0.05000
0.600,0.440,-0.05000
0.600,0.450,-0.05000
0.600,0.460,-0.05000
0.600,0.470,-0.05000
0.600,0.480,-0.05000
0.600,0.490,-0.05000
0.600,0.500,-0.05000
0.600,0.510,-0.05000
0.600,0.520,-0.05000
0.600,0.530,-0.05000
0.600,0.540,-0.05000
0.600,0.550,-0.05000
0.600,0.560,-0.05000
0.600,0.570,-0.05000
0.600,0.580,-0.05000
0.600,0.590,-0.05000
0.600,0.600,-0.05000
0.600,0.610,-0.05000
0.600,0.620,-0.05000
0.600,0.630,-0.05000
0.600,0.640,-0.05000
0.600,0.650,-0.05000
0.600,0.660,-0.05000
0.600,0.670,-0.05000
0.600,0.680,-0.05000
0.600,0.690,-0.05000
0.600,0.700,-0.05000
