#nR_H,a_s,e_s,MA_s,tcol
0.250,0.01217904,0.14,22.87089,1000000.00000
0.250,0.01217904,0.44,41.59346,1000000.00000
0.250,0.01217904,0.06,126.54341,1000000.00000
0.250,0.01217904,0.15,73.61153,1000000.00000
0.250,0.01217904,0.55,125.28371,1000000.00000
0.250,0.01217904,0.32,57.97425,1000000.00000
0.250,0.01217904,0.54,31.77505,1000000.00000
0.250,0.01217904,0.17,103.58535,1000000.00000
0.250,0.01217904,0.09,166.44485,1000000.00000
0.250,0.01217904,0.02,169.10981,1000000.00000
0.250,0.01217904,0.59,175.22801,1000000.00000
0.250,0.01217904,0.56,145.71289,1000000.00000
0.250,0.01217904,0.48,47.20753,1000000.00000
0.250,0.01217904,0.20,113.73070,1000000.00000
0.250,0.01217904,0.51,155.16768,1000000.00000
0.250,0.01217904,0.11,118.37032,1000000.00000
0.250,0.01217904,0.40,151.00166,1000000.00000
0.250,0.01217904,0.04,58.53300,1000000.00000
0.250,0.01217904,0.19,135.15679,1000000.00000
0.250,0.01217904,0.16,75.52801,1000000.00000
0.250,0.01217904,0.34,147.07297,1000000.00000
0.250,0.01217904,0.22,139.88645,1000000.00000
0.250,0.01217904,0.17,31.17634,1000000.00000
0.250,0.01217904,0.13,110.70130,1000000.00000
0.250,0.01217904,0.02,174.52523,1000000.00000
0.250,0.01217904,0.39,110.06176,1000000.00000
0.250,0.01217904,0.45,73.69410,1000000.00000
0.250,0.01217904,0.30,124.27107,1000000.00000
0.250,0.01217904,0.46,76.53843,1000000.00000
0.250,0.01217904,0.13,116.99351,1000000.00000
0.250,0.01217904,0.03,139.00406,1000000.00000
0.250,0.01217904,0.09,161.49884,1000000.00000
0.250,0.01217904,0.34,102.89028,1000000.00000
0.250,0.01217904,0.49,13.52480,1000000.00000
0.250,0.01217904,0.57,156.93184,1000000.00000
